Data_meczu	Rodzaj_meczu	Gdzie	Id_druzyny	Nr_licencji	Bramki_zdobyte	Bramki_stracone
2006-08-20	L	W	24	LD5556	3	1
2006-10-16	L	W	100	LD5556	2	5
2007-12-11	P	D	11	LD5556	3	3
2008-03-31	L	D	30	LD5556	4	4
2008-09-22	L	W	5	LD5556	4	5
2010-01-25	L	W	64	LD5556	6	1
2010-03-21	L	W	3	LD5556	6	2
2011-01-23	L	W	29	LD5556	5	0
2002-01-15	L	D	71	LD7997	6	0
2002-02-03	P	W	53	LD7997	0	2
2002-04-18	L	D	44	LD7997	6	5
2002-06-08	L	W	68	LD7997	5	4
2003-04-04	L	D	36	LD7997	3	5
2004-02-23	L	D	50	LD7997	2	5
2004-07-04	L	W	21	LD7997	4	0
2005-03-29	P	W	81	LD7997	1	0
2005-10-20	L	W	8	LD7997	5	1
2005-11-29	L	D	23	LD7997	3	3
2006-08-14	L	W	77	LD7997	0	4
2006-09-17	L	D	7	LD7997	5	1
2007-05-23	L	W	24	LD7997	2	1
2008-04-27	L	D	91	LD7997	5	2
2009-05-21	L	D	82	LD7997	2	5
2009-06-06	L	D	48	LD7997	4	2
2009-11-22	T	D	13	LD7997	5	0
2009-11-25	T	W	58	LD7997	1	5
2010-07-10	L	D	62	LD7997	3	3
2011-06-23	L	D	90	LD7997	5	0
2011-10-17	P	D	73	LD7997	3	2
2002-08-21	P	D	68	LG6551	5	2
2002-10-21	P	W	83	LG6551	3	4
2002-12-02	L	W	66	LG6551	5	4
2002-12-26	P	W	69	LG6551	0	2
2003-02-16	L	W	69	LG6551	1	5
2003-09-24	L	W	53	LG6551	4	2
2003-10-12	P	D	81	LG6551	4	4
2005-02-14	L	D	11	LG6551	4	0
2005-09-02	L	W	22	LG6551	1	1
2005-10-12	L	D	84	LG6551	3	2
2006-02-18	P	W	58	LG6551	3	5
2006-05-10	L	W	84	LG6551	4	3
2007-06-06	P	D	66	LG6551	4	4
2007-06-15	L	D	97	LG6551	4	5
2008-01-24	L	W	75	LG6551	4	0
2008-09-07	L	D	18	LG6551	1	1
2009-06-21	L	D	24	LG6551	6	1
2010-12-22	L	D	21	LG6551	1	4
2011-09-22	L	W	63	LG6551	5	5
2011-11-27	L	W	48	LG6551	4	5
2011-12-15	L	D	40	LG6551	4	1
2002-06-11	L	D	88	LH0105	0	1
2002-09-26	P	D	55	LH0105	0	0
2003-01-12	L	W	71	LH0105	0	5
2003-07-25	L	D	46	LH0105	3	5
2003-12-29	P	D	27	LH0105	0	4
2004-09-30	L	W	40	LH0105	1	5
2007-10-07	L	D	90	LH0105	5	2
2007-12-06	L	D	74	LH0105	3	4
2008-01-21	L	W	29	LH0105	4	1
2008-07-12	L	D	65	LH0105	6	2
2008-08-22	L	W	93	LH0105	1	2
2009-09-30	L	D	40	LH0105	0	3
2009-12-12	L	D	74	LH0105	5	0
2009-12-31	L	D	95	LH0105	4	4
2010-01-30	L	D	75	LH0105	1	0
2010-06-08	L	W	63	LH0105	0	3
2011-06-30	L	D	52	LH0105	5	3
2011-11-25	P	D	4	LH0105	0	3
2011-12-19	P	W	25	LH0105	1	1
2002-04-30	L	W	76	LH1368	4	4
2002-11-14	L	D	27	LH1368	0	2
2005-07-31	P	D	74	LH1368	6	1
2005-10-29	T	D	4	LH1368	4	5
2006-01-14	P	W	99	LH1368	1	5
2006-04-25	L	W	71	LH1368	4	5
2006-05-05	L	W	38	LH1368	1	3
2007-08-09	P	W	91	LH1368	2	4
2008-03-15	L	W	78	LH1368	5	4
2009-05-02	L	W	51	LH1368	3	1
2009-07-21	P	D	83	LH1368	1	2
2010-05-09	L	W	93	LH1368	4	2
2010-07-05	L	W	24	LH1368	4	1
2011-06-09	P	W	38	LH1368	2	1
2011-08-21	L	W	29	LH1368	6	2
2011-09-10	P	W	15	LH1368	4	3
2002-04-09	L	D	11	LI6554	4	2
2002-08-13	L	D	47	LI6554	4	0
2003-04-08	L	W	18	LI6554	1	2
2003-07-03	L	D	68	LI6554	1	0
2004-05-29	L	D	60	LI6554	1	1
2005-10-22	P	D	57	LI6554	4	5
2006-02-01	L	D	98	LI6554	5	3
2006-07-04	L	W	57	LI6554	3	1
2007-04-23	L	W	39	LI6554	4	0
2007-11-06	L	D	28	LI6554	0	3
2007-12-25	L	D	79	LI6554	1	2
2008-02-28	L	D	3	LI6554	0	2
2008-09-03	L	W	1	LI6554	0	0
2009-01-15	L	D	88	LI6554	2	4
2010-01-21	L	W	6	LI6554	3	0
2011-01-06	L	W	55	LI6554	3	4
2002-11-26	P	D	51	LM1223	2	2
2003-04-01	P	D	75	LM1223	1	3
2004-06-10	L	W	55	LM1223	6	4
2005-11-20	L	W	38	LM1223	5	1
2006-05-14	L	D	30	LM1223	1	0
2006-12-27	L	W	72	LM1223	0	5
2008-02-13	L	D	87	LM1223	6	3
2008-05-09	L	W	45	LM1223	3	1
2008-10-16	P	D	79	LM1223	5	5
2008-10-29	L	W	8	LM1223	1	1
2009-08-26	L	W	67	LM1223	0	5
2010-03-13	L	D	23	LM1223	5	2
2011-09-19	L	D	55	LM1223	5	5
2002-07-21	P	D	98	LO1402	0	3
2003-02-19	L	W	49	LO1402	4	2
2003-05-23	L	W	36	LO1402	6	4
2003-08-06	L	D	43	LO1402	3	3
2003-11-13	L	W	51	LO1402	0	4
2005-06-02	L	D	72	LO1402	0	3
2005-08-16	L	D	41	LO1402	1	5
2005-11-06	L	D	47	LO1402	4	0
2006-04-09	L	D	47	LO1402	2	3
2006-08-05	L	D	96	LO1402	2	2
2007-03-20	L	W	96	LO1402	0	2
2007-07-07	L	W	11	LO1402	1	0
2007-07-22	L	W	27	LO1402	0	1
2009-06-02	L	W	16	LO1402	6	1
2009-08-09	P	W	36	LO1402	3	3
2011-09-21	L	W	36	LO1402	3	4
2002-06-10	L	D	15	LO4501	6	1
2003-02-26	P	D	22	LO4501	1	1
2003-11-07	L	D	36	LO4501	0	1
2006-01-23	L	D	61	LO4501	1	1
2007-01-31	L	W	25	LO4501	6	2
2007-03-09	L	W	7	LO4501	4	5
2008-01-22	L	D	36	LO4501	0	1
2010-04-18	P	D	69	LO4501	5	1
2011-01-28	P	W	26	LO4501	1	3
2011-05-04	L	W	82	LO4501	5	1
2002-03-31	L	D	34	LO7083	1	1
2003-04-02	P	D	91	LO7083	4	0
2003-05-25	L	W	77	LO7083	5	2
2003-10-06	L	D	57	LO7083	5	1
2003-12-24	L	D	49	LO7083	2	0
2004-05-25	L	D	55	LO7083	6	0
2005-05-26	L	W	44	LO7083	3	5
2005-08-12	L	D	94	LO7083	1	3
2005-09-10	L	D	81	LO7083	6	5
2006-03-05	L	D	40	LO7083	3	5
2006-11-28	L	D	77	LO7083	3	1
2007-12-07	L	D	77	LO7083	2	1
2008-03-17	L	D	65	LO7083	2	4
2010-11-08	P	W	11	LO7083	5	0
2011-05-13	L	D	68	LO7083	3	0
2011-05-31	L	W	57	LO7083	3	2
2011-07-28	L	D	7	LO7083	6	4
2011-12-06	L	W	92	LO7083	6	2
2002-12-10	L	D	96	MA9185	4	0
2002-12-19	L	D	89	MA9185	5	2
2003-09-11	L	D	36	MA9185	6	5
2003-10-20	L	W	3	MA9185	2	4
2004-07-18	L	W	57	MA9185	2	1
2004-10-21	L	W	99	MA9185	2	0
2004-12-20	L	W	31	MA9185	4	5
2005-08-13	L	D	10	MA9185	5	0
2005-08-20	P	W	17	MA9185	3	1
2006-02-11	L	D	7	MA9185	5	3
2008-01-08	L	D	7	MA9185	6	3
2009-07-05	L	W	71	MA9185	6	4
2010-04-23	L	W	88	MA9185	1	1
2010-05-21	L	W	55	MA9185	6	1
2010-09-30	L	D	36	MA9185	4	1
2002-09-06	L	D	78	MB4388	1	4
2002-10-18	L	W	43	MB4388	5	1
2003-01-26	L	W	63	MB4388	3	1
2003-06-28	L	D	48	MB4388	5	4
2005-11-07	L	W	14	MB4388	0	1
2006-08-18	L	D	100	MB4388	5	0
2007-03-12	L	D	82	MB4388	0	1
2007-09-30	L	D	61	MB4388	4	5
2009-01-07	P	W	54	MB4388	3	3
2009-03-18	T	D	38	MB4388	3	1
2011-01-17	L	W	39	MB4388	4	1
2011-11-19	L	D	81	MB4388	3	4
2002-05-07	L	W	43	MC5800	6	0
2003-03-04	L	D	16	MC5800	5	3
2003-03-13	L	D	43	MC5800	5	5
2003-08-03	L	W	36	MC5800	2	1
2004-02-13	L	D	56	MC5800	6	2
2004-11-15	L	D	15	MC5800	4	4
2006-01-05	L	D	31	MC5800	6	4
2006-03-26	L	W	50	MC5800	3	5
2006-11-11	L	W	27	MC5800	3	3
2007-03-04	L	D	34	MC5800	1	4
2007-05-19	L	W	85	MC5800	6	2
2007-07-06	P	D	21	MC5800	2	5
2009-03-22	L	D	86	MC5800	5	4
2009-04-10	L	W	69	MC5800	6	3
2009-04-14	P	D	58	MC5800	2	2
2009-12-19	L	D	7	MC5800	1	5
2010-12-28	P	W	72	MC5800	3	3
2011-02-28	L	W	11	MC5800	2	0
2011-11-09	P	D	41	MC5800	0	2
2002-04-26	T	D	30	ME8137	2	3
2003-05-08	T	W	15	ME8137	5	4
2003-06-05	L	W	37	ME8137	4	2
2003-08-04	L	W	42	ME8137	5	3
2003-10-31	P	D	55	ME8137	4	1
2004-09-15	L	D	33	ME8137	3	0
2004-12-26	L	D	13	ME8137	1	1
2005-04-23	L	W	73	ME8137	0	2
2005-08-15	P	D	72	ME8137	0	3
2005-09-30	P	W	52	ME8137	1	2
2005-11-11	L	W	31	ME8137	5	5
2006-08-17	L	D	87	ME8137	5	0
2007-07-15	T	D	23	ME8137	6	1
2007-10-08	L	D	16	ME8137	0	1
2008-06-01	L	D	82	ME8137	0	2
2010-02-12	L	D	60	ME8137	5	1
2010-06-18	L	W	68	ME8137	0	3
2010-06-30	L	D	66	ME8137	3	5
2010-08-20	L	W	13	ME8137	6	3
2010-12-31	L	W	54	ME8137	3	5
2011-03-20	L	D	64	ME8137	6	1
2002-09-09	L	D	43	MJ2594	1	2
2003-03-15	L	W	72	MJ2594	1	2
2004-03-06	L	D	22	MJ2594	5	5
2004-05-17	L	D	41	MJ2594	6	2
2004-12-09	P	D	86	MJ2594	3	1
2005-04-30	L	D	26	MJ2594	1	2
2005-07-17	T	D	86	MJ2594	3	1
2006-08-01	L	D	78	MJ2594	3	5
2006-08-22	L	W	73	MJ2594	3	5
2006-09-06	L	W	19	MJ2594	2	3
2008-02-04	L	D	15	MJ2594	0	5
2009-02-05	L	D	6	MJ2594	0	4
2009-04-24	L	D	64	MJ2594	3	5
2009-10-01	L	D	26	MJ2594	3	0
2009-12-30	L	D	21	MJ2594	0	3
2010-03-12	L	W	100	MJ2594	4	5
2010-08-15	L	D	58	MJ2594	2	5
2011-03-27	L	D	36	MJ2594	3	5
2003-02-06	T	W	28	MK1944	5	3
2003-06-09	L	W	20	MK1944	1	2
2005-08-04	T	D	86	MK1944	2	0
2006-09-02	L	W	35	MK1944	6	5
2008-03-22	L	D	42	MK1944	5	3
2008-07-20	L	D	92	MK1944	0	1
2010-10-01	L	W	97	MK1944	6	1
2011-09-12	L	W	2	MK1944	5	4
2004-05-27	P	D	8	MM6323	0	4
2004-06-07	L	D	23	MM6323	0	0
2004-12-02	L	W	56	MM6323	3	4
2005-12-19	T	D	21	MM6323	2	3
2006-03-07	P	W	33	MM6323	3	1
2006-05-16	L	D	21	MM6323	1	2
2008-06-16	T	W	80	MM6323	5	2
2009-12-17	L	W	69	MM6323	0	1
2010-11-21	L	W	51	MM6323	0	2
2011-05-08	L	W	53	MM6323	4	0
2011-08-13	L	D	82	MM6323	4	4
2002-10-16	L	D	24	MN7462	1	5
2003-10-24	L	D	14	MN7462	1	5
2004-10-11	L	D	49	MN7462	6	0
2005-02-26	P	D	22	MN7462	4	4
2005-06-28	L	D	79	MN7462	2	2
2005-10-26	L	W	27	MN7462	3	0
2006-03-20	L	W	90	MN7462	6	5
2007-01-06	L	W	98	MN7462	4	3
2007-04-16	L	D	46	MN7462	1	1
2007-10-26	T	D	32	MN7462	4	1
2008-02-02	P	W	2	MN7462	3	4
2008-02-11	P	D	10	MN7462	1	0
2010-05-23	L	W	60	MN7462	6	1
2011-09-01	L	W	65	MN7462	2	4
2011-09-23	L	D	56	MN7462	5	5
2002-12-27	L	W	39	NA1398	5	2
2003-02-04	L	W	79	NA1398	2	2
2003-02-22	L	D	5	NA1398	0	5
2003-02-28	P	W	60	NA1398	1	2
2003-03-22	L	D	11	NA1398	3	2
2004-02-16	L	W	41	NA1398	0	5
2004-04-04	L	D	19	NA1398	3	1
2005-04-03	L	W	11	NA1398	4	2
2005-10-10	P	D	37	NA1398	6	2
2006-04-15	L	D	62	NA1398	0	5
2006-07-13	L	D	27	NA1398	5	4
2008-04-12	L	D	6	NA1398	5	4
2009-03-05	L	D	20	NA1398	2	1
2009-08-06	L	D	3	NA1398	6	4
2010-05-24	T	D	33	NA1398	3	1
2010-10-28	L	W	73	NA1398	0	0
2011-03-31	L	D	63	NA1398	5	0
2011-04-02	L	D	10	NA1398	3	2
2002-02-26	L	W	82	NC9706	5	3
2002-09-04	L	D	30	NC9706	2	5
2002-12-03	P	W	75	NC9706	4	0
2003-01-10	P	W	55	NC9706	0	3
2003-02-08	L	W	68	NC9706	3	0
2003-11-17	L	D	31	NC9706	2	1
2004-07-19	L	D	92	NC9706	3	4
2004-09-14	L	W	98	NC9706	6	1
2005-06-17	L	D	47	NC9706	4	4
2005-12-26	L	W	79	NC9706	2	3
2006-03-01	T	W	15	NC9706	3	2
2006-03-22	L	D	88	NC9706	4	0
2006-11-26	L	D	64	NC9706	6	3
2006-12-02	L	W	86	NC9706	6	4
2007-03-19	L	D	69	NC9706	1	1
2008-09-01	L	W	85	NC9706	4	4
2008-09-28	L	W	17	NC9706	4	1
2008-12-31	P	D	78	NC9706	1	2
2009-01-01	L	W	8	NC9706	1	2
2009-03-08	L	W	64	NC9706	5	4
2009-06-24	P	D	98	NC9706	2	1
2010-03-20	L	D	93	NC9706	1	1
2010-06-25	P	W	66	NC9706	5	2
2010-08-26	L	D	11	NC9706	0	2
2011-08-01	L	W	97	NC9706	5	3
2011-08-26	L	W	6	NC9706	0	5
2002-05-16	L	W	33	NE3423	0	2
2002-09-22	L	W	52	NE3423	6	0
2003-04-18	L	D	7	NE3423	1	4
2004-07-22	L	W	31	NE3423	2	1
2004-10-03	P	D	72	NE3423	1	2
2005-09-15	L	D	37	NE3423	1	1
2006-01-17	L	D	41	NE3423	0	0
2006-04-07	L	W	53	NE3423	5	0
2006-10-20	L	D	30	NE3423	0	0
2007-06-10	L	W	17	NE3423	1	1
2009-05-13	L	D	98	NE3423	4	2
2009-08-22	L	W	3	NE3423	4	4
2010-01-12	L	D	81	NE3423	4	3
2002-01-22	P	D	59	NF7098	5	1
2002-10-30	L	D	75	NF7098	3	2
2004-07-24	L	D	44	NF7098	6	1
2004-11-11	L	D	81	NF7098	1	5
2005-01-14	L	W	8	NF7098	5	0
2006-05-12	T	D	46	NF7098	1	1
2006-07-08	L	W	84	NF7098	0	5
2006-07-11	L	W	74	NF7098	6	2
2006-09-13	L	D	17	NF7098	2	2
2006-10-07	L	W	41	NF7098	4	0
2006-12-14	L	D	70	NF7098	2	3
2007-02-18	L	W	82	NF7098	4	1
2007-08-12	L	W	80	NF7098	0	3
2007-08-23	L	W	58	NF7098	4	4
2008-09-20	L	D	76	NF7098	6	2
2009-09-20	L	D	61	NF7098	6	1
2009-10-06	L	W	15	NF7098	6	0
2010-11-11	L	D	11	NF7098	3	5
2002-02-17	L	W	75	NG3218	6	5
2002-04-22	L	W	55	NG3218	2	1
2002-11-17	L	D	70	NG3218	4	3
2003-05-18	L	W	71	NG3218	3	2
2003-05-26	L	D	63	NG3218	0	4
2003-07-09	L	W	98	NG3218	2	0
2003-10-18	L	W	75	NG3218	3	3
2006-03-19	L	W	46	NG3218	0	4
2008-03-13	L	W	52	NG3218	6	5
2009-03-03	P	D	81	NG3218	5	0
2010-02-15	L	D	60	NG3218	1	2
2011-06-14	L	D	75	NG3218	5	0
2011-07-01	L	W	58	NG3218	6	2
2011-11-06	L	D	61	NG3218	5	4
2002-02-02	L	W	42	NG5703	0	1
2002-02-12	L	D	21	NG5703	4	2
2004-01-23	T	W	11	NG5703	2	4
2004-01-25	L	D	12	NG5703	6	3
2004-11-08	L	W	94	NG5703	0	5
2005-05-28	L	D	92	NG5703	3	4
2006-08-08	L	D	99	NG5703	1	2
2006-10-04	L	W	11	NG5703	4	1
2006-11-03	L	D	4	NG5703	0	5
2008-07-26	L	W	60	NG5703	0	1
2009-11-16	L	D	99	NG5703	1	2
2009-12-07	L	D	60	NG5703	3	0
2009-12-25	L	W	90	NG5703	3	5
2011-01-10	L	D	96	NG5703	2	0
2011-01-19	L	W	28	NG5703	2	3
2011-05-17	L	W	45	NG5703	1	1
2011-07-19	P	D	19	NG5703	5	5
2002-01-08	L	W	78	NG7164	3	3
2002-02-27	L	D	15	NG7164	1	4
2002-05-10	L	D	27	NG7164	4	3
2006-01-18	L	D	56	NG7164	2	3
2006-03-18	L	W	27	NG7164	3	3
2006-05-03	L	W	16	NG7164	6	1
2006-07-16	L	D	11	NG7164	4	5
2007-03-31	L	W	50	NG7164	2	1
2007-06-11	L	W	99	NG7164	4	4
2008-07-14	L	W	59	NG7164	2	1
2002-04-15	L	W	46	NJ6224	2	5
2003-09-09	L	D	19	NJ6224	3	4
2004-03-31	T	D	55	NJ6224	0	4
2004-07-13	L	D	2	NJ6224	4	3
2005-05-11	P	W	65	NJ6224	5	1
2005-09-11	L	W	91	NJ6224	2	3
2005-09-26	L	W	97	NJ6224	1	5
2006-03-11	L	D	63	NJ6224	4	3
2006-08-03	L	D	70	NJ6224	6	2
2007-10-19	P	W	74	NJ6224	0	0
2008-06-09	L	D	6	NJ6224	1	5
2008-08-10	L	D	40	NJ6224	5	4
2008-11-09	L	D	60	NJ6224	6	5
2009-07-08	L	D	13	NJ6224	2	0
2010-06-10	L	W	4	NJ6224	2	4
2010-10-21	P	W	52	NJ6224	6	2
2002-02-23	P	D	81	NM3046	0	3
2002-09-13	L	W	4	NM3046	5	3
2004-05-12	L	D	15	NM3046	2	1
2004-07-30	L	D	19	NM3046	4	2
2005-11-22	P	W	92	NM3046	6	5
2006-10-23	L	W	44	NM3046	1	4
2007-04-28	L	D	85	NM3046	0	2
2007-07-08	L	W	96	NM3046	0	4
2007-07-21	P	D	31	NM3046	0	5
2007-10-24	L	W	31	NM3046	3	0
2007-12-19	L	W	92	NM3046	1	1
2008-10-25	L	W	12	NM3046	3	5
2009-02-19	L	D	10	NM3046	3	5
2010-01-05	L	D	94	NM3046	6	5
2010-04-01	L	W	78	NM3046	5	1
2010-07-08	L	D	72	NM3046	2	4
2010-08-05	P	W	52	NM3046	2	0
2010-11-04	L	D	92	NM3046	1	4
2011-04-03	P	D	33	NM3046	4	2
2011-06-26	L	D	44	NM3046	0	2
2002-10-09	L	D	14	NN9036	3	4
2002-12-08	L	D	38	NN9036	2	3
2003-07-02	L	W	67	NN9036	0	1
2004-08-23	L	W	25	NN9036	5	5
2005-01-08	L	D	42	NN9036	3	3
2005-01-17	L	W	80	NN9036	1	1
2005-05-14	L	D	99	NN9036	2	1
2005-05-15	L	D	96	NN9036	2	1
2005-11-23	L	D	52	NN9036	3	1
2006-05-17	L	D	93	NN9036	0	4
2006-06-29	L	D	74	NN9036	1	3
2006-10-31	L	W	97	NN9036	1	4
2007-01-23	L	D	1	NN9036	5	1
2007-04-17	L	W	65	NN9036	1	2
2008-01-17	L	D	79	NN9036	1	5
2008-03-05	L	D	57	NN9036	2	3
2008-11-15	L	D	5	NN9036	6	3
2008-11-20	L	W	70	NN9036	1	2
2009-09-01	L	W	94	NN9036	4	5
2009-11-26	L	D	20	NN9036	3	2
2010-01-09	L	W	80	NN9036	4	3
2010-08-06	L	W	39	NN9036	4	2
2010-09-18	L	D	6	NN9036	5	2
2011-10-01	L	W	22	NN9036	1	0
2002-10-02	L	W	62	OF5431	2	1
2003-02-02	P	W	69	OF5431	6	0
2003-03-09	L	W	15	OF5431	2	4
2003-06-08	L	D	85	OF5431	1	0
2005-02-21	T	D	75	OF5431	2	4
2005-05-23	L	W	49	OF5431	5	2
2005-07-10	P	D	1	OF5431	1	2
2006-02-25	T	W	43	OF5431	6	5
2006-11-16	L	D	58	OF5431	3	0
2007-06-25	L	D	51	OF5431	3	2
2008-03-23	L	W	81	OF5431	0	3
2008-08-27	L	D	12	OF5431	5	5
2010-03-18	L	D	90	OF5431	4	3
2010-04-30	L	W	13	OF5431	5	0
2010-08-01	L	D	12	OF5431	2	2
2010-11-15	L	W	98	OF5431	0	2
2002-01-26	L	D	38	OG1183	4	4
2002-07-19	L	D	13	OG1183	2	5
2008-04-29	P	D	49	OG1183	0	1
2009-04-15	L	D	61	OG1183	2	1
2010-04-15	L	W	52	OG1183	2	1
2011-01-13	L	D	64	OG1183	6	5
2011-07-14	L	W	70	OG1183	2	5
2002-01-17	L	W	32	OK0851	2	4
2004-02-22	L	D	68	OK0851	1	3
2004-03-07	L	W	23	OK0851	3	3
2004-06-26	P	D	35	OK0851	3	0
2004-09-03	P	D	98	OK0851	5	3
2005-03-23	L	D	88	OK0851	1	5
2005-04-21	P	D	34	OK0851	2	4
2005-06-24	T	W	11	OK0851	1	3
2006-04-20	L	W	41	OK0851	0	4
2007-10-04	L	W	1	OK0851	0	0
2007-11-23	P	D	25	OK0851	2	3
2008-10-09	P	D	58	OK0851	1	0
2009-03-24	L	D	71	OK0851	3	5
2009-05-08	L	W	64	OK0851	4	1
2009-10-14	L	D	43	OK0851	4	4
2009-12-15	T	W	94	OK0851	2	1
2010-08-09	P	D	37	OK0851	1	0
2011-02-03	L	D	9	OK0851	6	0
2002-01-18	P	W	23	OK4471	1	5
2002-06-30	P	D	53	OK4471	6	3
2002-07-24	L	W	75	OK4471	0	0
2002-08-20	L	W	21	OK4471	3	5
2002-12-18	L	W	50	OK4471	0	1
2003-02-21	L	W	79	OK4471	0	2
2004-12-11	L	W	92	OK4471	1	4
2005-02-20	L	W	29	OK4471	4	2
2005-06-16	L	W	45	OK4471	6	3
2006-10-18	L	D	64	OK4471	6	1
2006-12-26	L	D	7	OK4471	6	5
2007-11-19	L	W	25	OK4471	0	3
2008-05-25	L	W	54	OK4471	1	3
2008-09-30	L	D	96	OK4471	2	2
2010-02-05	T	W	61	OK4471	1	3
2011-03-17	L	D	72	OK4471	4	0
2002-03-25	L	W	68	OL6936	2	2
2002-09-16	L	W	6	OL6936	1	5
2002-11-09	L	W	10	OL6936	3	2
2003-01-22	L	D	91	OL6936	3	5
2003-11-19	L	D	71	OL6936	6	5
2004-06-20	L	W	64	OL6936	2	0
2004-08-21	L	W	97	OL6936	0	4
2004-08-28	L	D	93	OL6936	3	1
2004-11-29	L	W	22	OL6936	2	2
2004-12-06	L	D	29	OL6936	6	2
2005-04-16	L	D	18	OL6936	6	2
2005-12-02	L	W	60	OL6936	1	1
2006-04-05	P	D	18	OL6936	2	5
2007-04-09	L	D	81	OL6936	3	0
2007-04-13	L	W	7	OL6936	3	0
2007-08-18	P	W	28	OL6936	3	0
2007-12-18	L	D	52	OL6936	2	0
2008-12-24	L	D	88	OL6936	3	5
2009-04-06	L	D	29	OL6936	4	0
2010-04-26	L	D	21	OL6936	2	2
2010-05-31	L	W	91	OL6936	3	3
2010-11-28	L	D	21	OL6936	5	2
2011-04-10	L	W	7	OL6936	6	0
2011-06-25	L	W	52	OL6936	4	1
2011-07-21	P	D	23	OL6936	3	4
2002-07-15	L	D	57	OM3103	6	2
2002-11-04	L	W	14	OM3103	3	5
2003-11-30	L	W	89	OM3103	6	4
2003-12-14	L	W	71	OM3103	2	3
2004-02-01	L	D	66	OM3103	2	3
2004-03-15	L	D	63	OM3103	5	4
2005-03-27	L	D	46	OM3103	0	4
2006-06-10	L	W	58	OM3103	4	3
2007-02-07	P	W	48	OM3103	1	1
2008-05-23	L	W	70	OM3103	4	1
2008-11-24	L	D	43	OM3103	3	5
2010-01-15	L	D	18	OM3103	1	3
2010-01-18	L	W	40	OM3103	5	3
2010-06-01	P	W	53	OM3103	0	1
2011-05-20	L	D	37	OM3103	1	4
2011-06-12	T	W	100	OM3103	2	5
2011-08-25	L	W	42	OM3103	2	5
2011-09-07	L	D	21	OM3103	0	2
2011-09-11	L	W	11	OM3103	6	1
