Numer_zgloszenia	Numer_komputera	Czas_awarii	Priorytet
2143	309	2015-11-14 07:30:25	10
2144	223	2015-11-14 11:49:18	6
2145	188	2015-11-14 11:53:24	4
2146	441	2015-11-14 15:43:51	5
2147	273	2015-11-14 17:07:52	4
2148	443	2015-11-14 21:15:24	6
2149	400	2015-11-14 21:52:05	8
2150	438	2015-11-14 21:58:45	4
2151	50	2015-11-14 22:22:39	2
2152	303	2015-11-15 01:13:56	2
2153	176	2015-11-15 02:01:53	9
2154	339	2015-11-15 07:09:22	9
2155	44	2015-11-15 08:39:55	3
2156	42	2015-11-15 13:15:21	4
2157	286	2015-11-15 15:23:56	9
2158	259	2015-11-15 17:39:37	6
2159	374	2015-11-15 20:52:26	7
2160	205	2015-11-15 22:48:00	10
2161	407	2015-11-16 03:52:56	10
2162	120	2015-11-16 06:36:09	2
2163	298	2015-11-16 17:54:02	8
2164	369	2015-11-17 00:14:55	5
2165	186	2015-11-17 07:04:26	9
2166	395	2015-11-17 22:31:03	8
2167	106	2015-11-17 23:42:25	2
2168	92	2015-11-18 02:30:10	5
2169	46	2015-11-18 12:23:07	7
2170	30	2015-11-18 19:57:10	7
2171	243	2015-11-18 20:16:08	3
2172	245	2015-11-18 21:20:38	8
2173	213	2015-11-19 01:00:40	9
2174	349	2015-11-19 06:44:55	7
2175	192	2015-11-19 08:33:43	6
2176	251	2015-11-19 11:11:09	7
2177	240	2015-11-19 18:58:00	5
2178	99	2015-11-19 23:23:24	2
2179	286	2015-11-20 00:12:16	5
2180	259	2015-11-20 04:07:33	8
2181	61	2015-11-20 05:15:50	8
2182	33	2015-11-20 07:08:56	2
2183	223	2015-11-20 11:55:26	3
2184	119	2015-11-20 13:20:53	9
2185	157	2015-11-20 16:35:03	10
2186	408	2015-11-20 18:21:42	3
2187	486	2015-11-20 19:55:52	6
2188	397	2015-11-21 10:54:32	3
2189	219	2015-11-21 14:26:08	5
2190	16	2015-11-21 22:47:38	10
2191	159	2015-11-22 01:44:40	9
2192	106	2015-11-22 03:02:56	8
2193	302	2015-11-22 03:17:47	6
2194	348	2015-11-22 04:35:05	1
2195	116	2015-11-22 07:30:51	9
2196	185	2015-11-22 07:59:39	2
2197	243	2015-11-22 11:48:00	4
2198	364	2015-11-22 14:43:36	2
2199	286	2015-11-22 18:45:13	2
2200	253	2015-11-22 22:13:34	9
2201	422	2015-11-23 05:10:59	10
2202	297	2015-11-23 13:03:03	10
2203	210	2015-11-23 16:41:51	3
2204	231	2015-11-23 21:14:00	8
2205	212	2015-11-23 22:41:37	8
2206	91	2015-11-24 07:00:57	1
2207	482	2015-11-24 07:18:37	1
2208	13	2015-11-24 12:48:34	3
2209	15	2015-11-24 15:39:08	6
2210	236	2015-11-24 22:35:34	6
2211	6	2015-11-25 06:46:37	8
2212	230	2015-11-25 07:42:00	8
2213	432	2015-11-25 18:15:44	3
2214	254	2015-11-25 22:37:23	1
2215	394	2015-11-26 06:12:57	6
2216	395	2015-11-26 15:44:20	2
2217	59	2015-11-26 16:37:26	4
2218	459	2015-11-26 22:00:35	3
2219	30	2015-11-27 02:00:39	2
2220	61	2015-11-27 19:01:54	3
2221	412	2015-11-27 20:34:38	6
2222	424	2015-11-27 21:47:25	7
2223	306	2015-11-27 22:13:25	8
2224	249	2015-11-28 00:27:23	8
2225	315	2015-11-28 03:06:24	1
2226	433	2015-11-28 04:48:03	8
2227	442	2015-11-28 06:49:48	4
2228	241	2015-11-28 09:49:12	8
2229	191	2015-11-28 10:00:19	9
2230	279	2015-11-28 10:03:01	5
2231	257	2015-11-28 10:41:21	3
2232	487	2015-11-28 11:26:32	3
2233	281	2015-11-28 12:55:50	3
2234	367	2015-11-28 14:13:13	3
2235	395	2015-11-28 15:09:40	7
2236	73	2015-11-28 16:18:58	6
2237	194	2015-11-28 18:36:59	1
2238	302	2015-11-28 19:50:14	9
2239	326	2015-11-28 22:18:54	2
2240	140	2015-11-29 04:26:23	10
2241	362	2015-11-29 04:58:05	4
2242	129	2015-11-29 07:07:39	2
2243	323	2015-11-29 07:34:58	5
2244	199	2015-11-29 19:07:32	7
2245	394	2015-11-29 22:19:59	4
2246	328	2015-11-29 22:24:28	2
2247	236	2015-11-29 22:55:55	1
2248	494	2015-11-29 23:52:42	2
2249	76	2015-11-30 08:38:27	10
2250	180	2015-11-30 12:10:45	5
2251	69	2015-11-30 16:56:04	2
2252	434	2015-11-30 19:40:26	5
2253	240	2015-11-30 20:04:44	4
2254	143	2015-11-30 20:34:18	6
2255	442	2015-11-30 21:41:14	2
2256	116	2015-11-30 23:33:13	6
2257	37	2015-12-01 07:17:32	4
2258	487	2015-12-01 08:02:04	4
2259	310	2015-12-01 11:40:00	6
2260	384	2015-12-01 13:14:03	4
2261	191	2015-12-01 18:34:17	4
2262	474	2015-12-01 20:22:29	1
2263	187	2015-12-01 21:21:22	5
2264	212	2015-12-01 23:19:23	10
2265	400	2015-12-02 06:32:43	7
2266	171	2015-12-02 09:00:16	7
2267	480	2015-12-02 12:44:21	10
2268	445	2015-12-02 13:19:57	7
2269	205	2015-12-02 15:16:57	7
2270	5	2015-12-02 15:52:08	8
2271	253	2015-12-02 23:41:45	8
2272	382	2015-12-03 05:34:30	2
2273	297	2015-12-03 10:30:08	7
2274	158	2015-12-04 01:33:12	2
2275	329	2015-12-04 01:36:14	3
2276	199	2015-12-04 04:43:59	5
2277	127	2015-12-04 06:58:28	6
2278	191	2015-12-04 09:24:49	1
2279	465	2015-12-04 10:39:55	5
2280	467	2015-12-04 12:51:12	10
2281	458	2015-12-05 03:35:45	8
2282	247	2015-12-05 08:15:01	6
2283	420	2015-12-05 14:08:30	6
2284	229	2015-12-05 19:57:10	10
2285	253	2015-12-06 00:36:52	3
2286	66	2015-12-06 01:15:25	4
2287	259	2015-12-06 06:18:26	9
2288	156	2015-12-06 08:17:58	1
2289	437	2015-12-06 11:51:16	5
2290	449	2015-12-06 18:59:00	10
2291	106	2015-12-06 22:29:30	10
2292	32	2015-12-06 22:55:38	4
2293	388	2015-12-07 03:09:41	3
2294	469	2015-12-07 13:21:40	6
2295	30	2015-12-07 14:22:22	10
2296	243	2015-12-07 21:30:01	4
2297	113	2015-12-07 22:56:54	1
2298	198	2015-12-08 05:03:28	3
2299	111	2015-12-08 10:45:15	1
2300	438	2015-12-08 12:37:36	5
2301	89	2015-12-08 14:52:47	8
2302	420	2015-12-08 16:05:08	8
2303	489	2015-12-08 19:20:15	3
2304	461	2015-12-09 04:21:13	4
2305	362	2015-12-09 08:11:46	10
2306	4	2015-12-09 11:58:14	6
2307	3	2015-12-09 15:26:42	5
2308	335	2015-12-09 18:29:27	6
2309	340	2015-12-09 23:17:47	8
2310	340	2015-12-10 01:37:37	1
2311	270	2015-12-10 03:49:57	9
2312	254	2015-12-10 04:00:53	5
2313	321	2015-12-10 12:26:47	4
2314	271	2015-12-10 14:29:12	2
2315	463	2015-12-10 15:13:34	6
2316	428	2015-12-10 19:03:40	5
2317	34	2015-12-10 19:42:15	3
2318	380	2015-12-10 22:01:15	9
2319	352	2015-12-10 23:20:18	2
2320	235	2015-12-10 23:42:10	5
2321	74	2015-12-11 01:56:39	6
2322	194	2015-12-11 04:26:25	8
2323	342	2015-12-11 06:38:47	8
2324	84	2015-12-11 10:09:06	2
2325	34	2015-12-11 13:43:53	6
2326	40	2015-12-11 15:29:56	4
2327	420	2015-12-11 17:48:06	3
2328	115	2015-12-11 18:01:17	8
2329	465	2015-12-11 21:33:56	5
2330	86	2015-12-12 06:39:45	6
2331	309	2015-12-12 18:19:34	3
2332	434	2015-12-12 21:29:10	9
2333	463	2015-12-12 22:08:31	8
2334	421	2015-12-12 23:08:47	6
2335	27	2015-12-13 01:31:06	8
2336	228	2015-12-13 05:40:01	8
2337	411	2015-12-13 07:52:00	8
2338	451	2015-12-13 09:52:16	3
2339	409	2015-12-13 20:07:57	9
2340	344	2015-12-13 20:21:45	9
2341	436	2015-12-13 23:21:04	4
2342	290	2015-12-14 00:59:25	3
2343	112	2015-12-14 04:07:02	10
2344	304	2015-12-14 19:35:56	6
2345	327	2015-12-14 20:06:24	8
2346	210	2015-12-14 23:40:34	1
2347	93	2015-12-15 01:31:41	6
2348	417	2015-12-15 05:16:10	7
2349	304	2015-12-15 13:49:50	2
2350	477	2015-12-15 15:36:28	3
2351	73	2015-12-16 06:28:56	7
2352	83	2015-12-16 11:37:40	3
2353	54	2015-12-16 15:28:03	10
2354	377	2015-12-17 00:40:13	8
2355	292	2015-12-17 01:18:43	6
2356	371	2015-12-17 02:39:56	6
2357	50	2015-12-17 05:55:01	6
2358	276	2015-12-17 10:30:55	7
2359	441	2015-12-17 13:41:01	3
2360	312	2015-12-17 14:15:56	5
2361	303	2015-12-17 15:12:48	1
2362	79	2015-12-17 16:35:35	4
2363	4	2015-12-17 19:53:57	6
2364	279	2015-12-18 02:08:51	10
2365	214	2015-12-18 03:56:19	4
2366	317	2015-12-18 04:09:04	8
2367	473	2015-12-18 07:20:46	5
2368	393	2015-12-18 07:50:03	7
2369	438	2015-12-18 08:24:24	6
2370	450	2015-12-18 12:13:50	9
2371	444	2015-12-18 16:43:27	9
2372	386	2015-12-18 20:41:47	5
2373	347	2015-12-18 23:09:32	10
2374	300	2015-12-19 03:38:02	6
2375	180	2015-12-19 08:19:48	5
2376	18	2015-12-19 08:56:17	9
2377	126	2015-12-19 09:22:33	1
2378	29	2015-12-19 10:30:32	3
2379	299	2015-12-19 11:51:12	2
2380	29	2015-12-19 19:30:14	6
2381	429	2015-12-19 22:48:54	1
2382	291	2015-12-19 23:29:43	9
2383	354	2015-12-20 05:06:38	5
2384	429	2015-12-20 06:04:11	1
2385	129	2015-12-20 09:40:19	4
2386	246	2015-12-20 10:23:06	3
2387	43	2015-12-20 11:23:05	5
2388	463	2015-12-20 11:28:45	4
2389	392	2015-12-20 14:47:28	2
2390	404	2015-12-20 16:51:36	5
2391	90	2015-12-20 18:37:56	6
2392	396	2015-12-20 21:47:51	6
2393	403	2015-12-20 22:05:56	3
2394	19	2015-12-20 23:53:01	7
2395	383	2015-12-21 00:04:20	4
2396	127	2015-12-21 00:37:19	3
2397	66	2015-12-21 03:28:48	6
2398	74	2015-12-21 20:19:56	7
2399	481	2015-12-21 20:35:51	8
2400	132	2015-12-21 21:43:29	4
2401	26	2015-12-21 21:59:43	4
2402	183	2015-12-21 23:07:40	2
2403	111	2015-12-22 02:49:43	8
2404	212	2015-12-22 05:55:38	6
2405	53	2015-12-22 06:58:49	2
2406	420	2015-12-22 08:16:01	7
2407	33	2015-12-22 08:33:38	2
2408	33	2015-12-22 16:11:12	10
2409	213	2015-12-22 17:19:47	7
2410	99	2015-12-22 18:07:46	5
2411	187	2015-12-22 19:46:04	9
2412	413	2015-12-22 20:16:01	8
2413	397	2015-12-22 20:41:32	8
2414	230	2015-12-23 00:24:31	4
2415	263	2015-12-23 00:42:57	8
2416	188	2015-12-23 05:49:31	7
2417	459	2015-12-23 07:07:40	7
2418	443	2015-12-23 07:07:48	9
2419	20	2015-12-23 07:08:51	10
2420	78	2015-12-23 07:09:02	10
2421	378	2015-12-23 07:09:42	6
2422	458	2015-12-23 07:10:48	10
2423	186	2015-12-23 07:12:06	6
2424	323	2015-12-23 07:16:49	8
2425	354	2015-12-23 07:17:08	10
2426	87	2015-12-23 07:19:27	7
2427	377	2015-12-23 07:20:15	8
2428	430	2015-12-23 07:23:04	8
2429	259	2015-12-23 07:23:28	10
2430	89	2015-12-23 07:24:42	8
2431	419	2015-12-23 09:30:43	2
2432	6	2015-12-23 17:01:06	8
2433	483	2015-12-23 17:21:41	3
2434	61	2015-12-23 22:47:15	7
2435	31	2015-12-24 00:13:31	7
2436	112	2015-12-24 03:22:19	10
2437	37	2015-12-24 07:42:24	1
2438	239	2015-12-24 09:07:56	10
2439	467	2015-12-24 10:44:27	4
2440	89	2015-12-24 19:50:37	4
2441	392	2015-12-24 20:58:34	6
2442	358	2015-12-24 22:51:22	5
2443	426	2015-12-25 01:06:03	8
2444	208	2015-12-25 04:28:09	2
2445	64	2015-12-25 06:27:27	7
2446	440	2015-12-25 06:37:26	9
2447	202	2015-12-25 08:10:32	8
2448	463	2015-12-25 10:01:10	1
2449	43	2015-12-25 12:33:13	2
2450	290	2015-12-25 14:31:53	1
2451	449	2015-12-25 14:47:09	5
2452	143	2015-12-25 16:06:27	8
2453	73	2015-12-25 21:58:11	2
2454	107	2015-12-26 04:42:34	9
2455	191	2015-12-26 05:00:20	1
2456	195	2015-12-26 08:41:52	7
2457	99	2015-12-26 10:41:16	8
2458	373	2015-12-26 15:28:04	4
2459	92	2015-12-26 17:10:02	3
2460	374	2015-12-26 17:15:05	9
2461	483	2015-12-26 18:11:48	6
2462	196	2015-12-26 20:44:33	2
2463	482	2015-12-26 21:49:31	10
2464	271	2015-12-26 22:11:57	9
2465	117	2015-12-27 05:10:03	5
2466	463	2015-12-27 05:15:13	9
2467	20	2015-12-27 14:39:15	9
2468	357	2015-12-27 15:55:34	6
2469	223	2015-12-27 15:57:29	1
2470	205	2015-12-27 20:11:04	1
2471	458	2015-12-27 21:50:07	3
2472	392	2015-12-28 03:46:59	5
2473	481	2015-12-28 04:12:54	9
2474	20	2015-12-28 05:21:48	5
2475	141	2015-12-28 08:50:40	5
2476	116	2015-12-28 15:47:06	9
2477	473	2015-12-28 22:34:29	2
2478	302	2015-12-28 23:24:22	4
2479	119	2015-12-29 10:34:04	5
2480	410	2015-12-29 11:33:08	2
2481	274	2015-12-29 15:54:59	10
2482	272	2015-12-29 18:22:16	9
2483	101	2015-12-30 04:27:24	4
2484	86	2015-12-30 04:55:39	8
2485	78	2015-12-30 05:11:30	3
2486	303	2015-12-30 10:38:39	7
2487	487	2015-12-30 11:42:52	1
2488	277	2015-12-30 13:58:51	1
2489	461	2015-12-30 16:02:04	3
2490	151	2015-12-30 17:12:29	10
2491	92	2015-12-30 20:35:48	10
2492	218	2015-12-31 00:37:41	8
2493	358	2015-12-31 05:13:14	5
2494	382	2015-12-31 12:31:27	5
2495	72	2015-12-31 19:38:21	6
