Numer_zgloszenia	Czas_naprawy	Rodzaj
1099	2015-06-18 02:20:19	wymiana
1143	2015-06-18 10:53:04	wymiana
1115	2015-06-18 12:50:50	wymiana
1140	2015-06-18 12:53:22	restart
1118	2015-06-18 17:29:35	restart
1125	2015-06-18 18:02:52	restart
1114	2015-06-18 18:03:16	wymiana
1123	2015-06-18 19:36:44	wymiana
1139	2015-06-19 02:07:49	restart
1111	2015-06-19 03:17:22	wymiana
1128	2015-06-19 08:34:25	restart
1148	2015-06-19 11:20:35	wymiana
1138	2015-06-19 12:45:00	restart
1137	2015-06-19 14:57:13	restart
1116	2015-06-19 17:40:24	wymiana
1125	2015-06-19 17:42:43	restart
1146	2015-06-20 01:13:23	wymiana
1120	2015-06-20 01:49:02	wymiana
1112	2015-06-20 01:58:35	restart
1146	2015-06-20 08:03:58	wymiana
1138	2015-06-20 10:30:12	restart
1144	2015-06-20 12:02:42	wymiana
1116	2015-06-20 12:42:03	wymiana
1130	2015-06-20 16:19:37	restart
1144	2015-06-20 17:41:45	restart
1125	2015-06-20 20:39:16	wymiana
1128	2015-06-21 01:13:15	restart
1152	2015-06-21 02:51:16	restart
1159	2015-06-21 05:51:04	restart
1136	2015-06-21 08:58:19	restart
1119	2015-06-21 10:35:22	restart
1149	2015-06-21 10:52:46	restart
1131	2015-06-21 11:09:13	wymiana
1114	2015-06-21 12:07:43	wymiana
1155	2015-06-21 14:48:17	restart
1154	2015-06-21 15:11:31	wymiana
1121	2015-06-21 15:21:00	restart
1129	2015-06-21 16:10:00	wymiana
1137	2015-06-21 16:12:53	wymiana
1167	2015-06-21 16:37:41	restart
1151	2015-06-21 19:07:51	restart
1145	2015-06-21 20:10:26	restart
1148	2015-06-21 21:36:45	wymiana
1148	2015-06-21 22:02:13	restart
1130	2015-06-21 23:08:42	wymiana
1151	2015-06-22 00:33:29	wymiana
1138	2015-06-22 00:36:57	wymiana
1164	2015-06-22 04:36:31	wymiana
1165	2015-06-22 06:43:43	restart
1139	2015-06-22 08:55:21	wymiana
1150	2015-06-22 10:15:50	wymiana
1170	2015-06-22 12:13:12	wymiana
1124	2015-06-22 14:26:39	wymiana
1127	2015-06-22 15:18:56	wymiana
1162	2015-06-22 16:13:14	wymiana
1157	2015-06-22 19:51:17	wymiana
1146	2015-06-22 20:37:18	wymiana
1150	2015-06-22 21:20:39	wymiana
1161	2015-06-22 22:57:31	wymiana
1149	2015-06-22 23:32:49	wymiana
1151	2015-06-23 01:06:02	wymiana
1172	2015-06-23 04:28:47	wymiana
1174	2015-06-23 05:53:07	restart
1141	2015-06-23 06:30:45	restart
1165	2015-06-23 12:45:43	wymiana
1139	2015-06-23 14:59:01	wymiana
1158	2015-06-23 15:00:35	wymiana
1147	2015-06-23 16:36:15	restart
1149	2015-06-23 18:20:28	wymiana
1169	2015-06-23 20:51:02	wymiana
1151	2015-06-23 21:08:03	wymiana
1170	2015-06-23 21:15:38	wymiana
1177	2015-06-23 21:55:59	wymiana
1138	2015-06-23 21:58:52	restart
1149	2015-06-23 23:23:07	wymiana
1151	2015-06-24 00:45:26	restart
1134	2015-06-24 02:30:50	restart
1139	2015-06-24 03:14:09	wymiana
1135	2015-06-24 03:44:30	wymiana
1176	2015-06-24 04:15:15	wymiana
1150	2015-06-24 05:08:44	wymiana
1133	2015-06-24 09:02:21	wymiana
1130	2015-06-24 09:31:04	wymiana
1166	2015-06-24 10:10:56	restart
1146	2015-06-24 16:06:37	restart
1179	2015-06-24 16:21:42	restart
1160	2015-06-24 16:59:59	wymiana
1172	2015-06-24 19:03:38	restart
1173	2015-06-24 20:11:08	wymiana
1170	2015-06-25 01:15:27	restart
1179	2015-06-25 02:28:11	wymiana
1142	2015-06-25 05:01:42	restart
1173	2015-06-25 10:38:09	wymiana
1144	2015-06-25 12:01:46	wymiana
1164	2015-06-25 12:21:49	wymiana
1144	2015-06-25 13:26:42	restart
1165	2015-06-25 13:55:26	restart
1145	2015-06-25 15:24:46	restart
1173	2015-06-25 16:33:13	wymiana
1163	2015-06-25 18:56:18	restart
1168	2015-06-25 20:16:04	restart
1181	2015-06-25 20:31:10	restart
1173	2015-06-25 20:49:38	restart
1149	2015-06-25 23:09:48	restart
1150	2015-06-25 23:40:18	restart
1164	2015-06-26 01:04:56	wymiana
1153	2015-06-26 04:55:30	wymiana
1157	2015-06-26 05:18:42	wymiana
1179	2015-06-26 10:56:01	wymiana
1156	2015-06-26 13:04:28	restart
1179	2015-06-26 19:17:10	restart
1190	2015-06-26 19:48:04	restart
1190	2015-06-26 19:58:26	wymiana
1157	2015-06-26 20:20:51	restart
1171	2015-06-26 20:24:31	restart
1156	2015-06-26 22:41:59	wymiana
1178	2015-06-27 01:32:09	wymiana
1176	2015-06-27 05:43:39	wymiana
1175	2015-06-27 06:23:08	wymiana
1187	2015-06-27 06:44:37	restart
1193	2015-06-27 08:03:27	restart
1187	2015-06-27 08:09:52	restart
1193	2015-06-27 08:26:53	wymiana
1184	2015-06-27 11:00:40	restart
1164	2015-06-27 11:17:38	restart
1184	2015-06-27 11:59:35	wymiana
1183	2015-06-27 13:13:12	wymiana
1190	2015-06-27 16:47:07	restart
1183	2015-06-27 17:05:41	wymiana
1157	2015-06-27 18:02:21	restart
1170	2015-06-27 18:03:45	restart
1193	2015-06-27 18:22:59	restart
1187	2015-06-27 21:51:18	restart
1170	2015-06-28 00:33:06	wymiana
1181	2015-06-28 04:31:56	wymiana
1173	2015-06-28 06:15:20	restart
1184	2015-06-28 07:40:27	wymiana
1165	2015-06-28 09:17:04	restart
1166	2015-06-28 09:53:55	restart
1196	2015-06-28 13:10:58	wymiana
1195	2015-06-28 14:45:58	wymiana
1202	2015-06-28 19:37:18	restart
1199	2015-06-28 20:50:17	restart
1205	2015-06-28 21:05:10	restart
1181	2015-06-28 21:33:27	restart
1200	2015-06-29 04:36:15	restart
1203	2015-06-29 08:45:14	restart
1195	2015-06-29 09:25:14	wymiana
1183	2015-06-29 10:11:30	restart
1199	2015-06-29 10:14:29	wymiana
1208	2015-06-29 13:22:09	restart
1210	2015-06-29 13:38:46	wymiana
1200	2015-06-29 15:38:16	wymiana
1195	2015-06-29 19:31:42	restart
1191	2015-06-29 22:01:54	restart
1212	2015-06-30 00:39:42	wymiana
1184	2015-06-30 04:26:45	restart
1219	2015-06-30 06:46:12	restart
1195	2015-06-30 06:47:47	wymiana
1198	2015-06-30 07:40:43	restart
1183	2015-06-30 08:35:38	wymiana
1218	2015-06-30 09:26:15	restart
1188	2015-06-30 15:22:48	wymiana
1207	2015-06-30 18:27:17	wymiana
1210	2015-06-30 21:50:15	wymiana
1184	2015-06-30 23:22:36	restart
1200	2015-07-01 01:03:42	restart
1220	2015-07-01 01:03:42	restart
1204	2015-07-01 03:48:53	restart
1224	2015-07-01 04:16:13	restart
1226	2015-07-01 06:02:17	restart
1203	2015-07-01 06:51:30	restart
1187	2015-07-01 07:02:21	wymiana
1187	2015-07-01 09:20:50	wymiana
1212	2015-07-01 10:19:08	wymiana
1180	2015-07-01 12:04:56	restart
1212	2015-07-01 12:45:11	restart
1224	2015-07-01 13:07:52	wymiana
1185	2015-07-01 14:07:32	restart
1225	2015-07-01 20:00:57	restart
1202	2015-07-01 21:44:03	restart
1182	2015-07-01 22:09:49	wymiana
1192	2015-07-02 02:35:42	wymiana
1225	2015-07-02 03:51:16	restart
1186	2015-07-02 04:40:50	wymiana
1201	2015-07-02 05:18:47	wymiana
1183	2015-07-02 06:01:56	wymiana
1206	2015-07-02 09:50:39	restart
1214	2015-07-02 11:56:12	wymiana
1194	2015-07-02 13:58:14	restart
1206	2015-07-02 18:21:06	restart
1221	2015-07-02 18:49:20	restart
1226	2015-07-02 19:42:03	wymiana
1202	2015-07-02 21:30:19	wymiana
1229	2015-07-02 21:57:10	wymiana
1189	2015-07-02 23:02:11	restart
1236	2015-07-03 01:24:42	restart
1200	2015-07-03 05:53:52	wymiana
1237	2015-07-03 07:29:22	wymiana
1238	2015-07-03 11:39:59	restart
1223	2015-07-03 16:16:57	restart
1203	2015-07-03 18:23:17	wymiana
1224	2015-07-03 18:55:11	wymiana
1199	2015-07-03 19:30:45	restart
1233	2015-07-03 21:20:05	restart
1225	2015-07-03 21:23:33	wymiana
1215	2015-07-03 22:42:47	wymiana
1233	2015-07-04 00:56:18	wymiana
1197	2015-07-04 01:23:10	wymiana
1228	2015-07-04 03:45:17	restart
1206	2015-07-04 05:47:27	wymiana
1216	2015-07-04 06:06:27	restart
1244	2015-07-04 06:13:19	wymiana
1229	2015-07-04 07:17:13	wymiana
1222	2015-07-04 08:34:19	restart
1209	2015-07-04 13:35:48	restart
1225	2015-07-04 15:00:02	restart
1226	2015-07-04 15:56:05	wymiana
1200	2015-07-04 16:31:52	restart
1203	2015-07-04 20:28:17	wymiana
1199	2015-07-04 23:10:00	restart
1232	2015-07-05 01:32:44	restart
1210	2015-07-05 03:28:38	restart
1211	2015-07-05 06:20:11	restart
1202	2015-07-05 08:07:56	restart
1233	2015-07-05 08:17:31	restart
1238	2015-07-05 09:41:24	wymiana
1234	2015-07-05 10:25:13	wymiana
1230	2015-07-05 16:39:21	wymiana
1250	2015-07-05 22:17:11	restart
1244	2015-07-06 00:35:40	wymiana
1248	2015-07-06 01:13:37	wymiana
1217	2015-07-06 02:55:47	restart
1213	2015-07-06 04:45:13	restart
1231	2015-07-06 07:47:21	wymiana
1240	2015-07-06 09:47:47	wymiana
1239	2015-07-06 09:48:27	restart
1227	2015-07-06 11:34:29	wymiana
1243	2015-07-06 13:50:30	wymiana
1257	2015-07-06 22:35:41	restart
1228	2015-07-07 00:34:07	restart
1264	2015-07-07 01:19:22	restart
1260	2015-07-07 03:28:12	wymiana
1254	2015-07-07 03:38:04	restart
1225	2015-07-07 07:32:12	wymiana
1264	2015-07-07 08:14:08	restart
1269	2015-07-07 09:06:12	wymiana
1248	2015-07-07 10:39:23	restart
1256	2015-07-07 11:58:13	wymiana
1245	2015-07-07 12:41:28	wymiana
1250	2015-07-07 12:43:20	restart
1266	2015-07-07 13:20:38	wymiana
1254	2015-07-07 18:02:50	restart
1252	2015-07-07 18:11:28	restart
1251	2015-07-07 18:42:50	wymiana
1254	2015-07-07 19:17:52	wymiana
1247	2015-07-07 20:00:08	wymiana
1274	2015-07-08 03:13:45	restart
1258	2015-07-08 05:25:51	restart
1235	2015-07-08 06:25:53	restart
1249	2015-07-08 07:02:24	wymiana
1237	2015-07-08 07:46:56	wymiana
1249	2015-07-08 08:18:52	wymiana
1251	2015-07-08 11:12:51	restart
1229	2015-07-08 12:13:09	wymiana
1250	2015-07-08 12:47:36	wymiana
1250	2015-07-08 17:24:12	wymiana
1275	2015-07-08 18:18:48	restart
1257	2015-07-08 21:17:33	wymiana
1251	2015-07-08 23:54:30	restart
1252	2015-07-09 03:30:38	wymiana
1246	2015-07-09 05:07:56	restart
1252	2015-07-09 05:15:07	wymiana
1264	2015-07-09 06:55:03	wymiana
1233	2015-07-09 07:36:26	wymiana
1261	2015-07-09 09:46:43	restart
1267	2015-07-09 10:10:36	restart
1241	2015-07-09 13:14:20	restart
1257	2015-07-09 18:28:53	wymiana
1272	2015-07-09 20:03:41	wymiana
1265	2015-07-09 22:45:04	restart
1253	2015-07-09 22:54:37	wymiana
1251	2015-07-10 00:22:41	restart
1277	2015-07-10 03:34:38	wymiana
1242	2015-07-10 03:45:08	restart
1279	2015-07-10 03:45:18	restart
1274	2015-07-10 04:04:22	wymiana
1259	2015-07-10 04:12:21	wymiana
1259	2015-07-10 05:12:36	restart
1279	2015-07-10 08:39:21	restart
1280	2015-07-10 09:00:14	restart
1284	2015-07-10 12:10:53	restart
1270	2015-07-10 16:59:56	restart
1285	2015-07-10 21:24:28	wymiana
1278	2015-07-11 02:11:15	wymiana
1271	2015-07-11 05:10:54	restart
1257	2015-07-11 08:18:52	wymiana
1282	2015-07-11 08:51:31	wymiana
1259	2015-07-11 10:54:19	wymiana
1259	2015-07-11 13:40:34	wymiana
1250	2015-07-11 13:49:18	wymiana
1262	2015-07-11 15:25:31	wymiana
1252	2015-07-11 23:07:23	restart
1257	2015-07-11 23:12:19	wymiana
1282	2015-07-11 23:18:01	wymiana
1255	2015-07-12 03:23:44	wymiana
1259	2015-07-12 03:26:37	wymiana
1262	2015-07-12 06:00:02	wymiana
1291	2015-07-12 09:13:59	wymiana
1283	2015-07-12 10:19:37	wymiana
1291	2015-07-12 12:57:20	restart
1295	2015-07-12 13:55:25	wymiana
1287	2015-07-12 15:41:24	wymiana
1289	2015-07-12 19:14:58	restart
1296	2015-07-12 21:30:05	restart
1264	2015-07-12 22:14:35	restart
1271	2015-07-13 01:48:49	wymiana
1295	2015-07-13 06:47:14	restart
1285	2015-07-13 09:58:29	wymiana
1273	2015-07-13 10:07:51	wymiana
1291	2015-07-13 11:00:50	restart
1263	2015-07-13 16:25:27	restart
1279	2015-07-13 22:35:32	restart
1295	2015-07-13 23:02:42	wymiana
1268	2015-07-13 23:58:32	restart
1295	2015-07-14 00:51:53	restart
1281	2015-07-14 02:27:46	wymiana
1277	2015-07-14 02:30:10	wymiana
1276	2015-07-14 03:46:30	restart
1286	2015-07-14 08:38:19	wymiana
1295	2015-07-14 10:22:03	restart
1303	2015-07-14 15:18:09	wymiana
1290	2015-07-14 18:50:19	restart
1302	2015-07-14 20:11:40	wymiana
1306	2015-07-14 21:45:12	restart
1297	2015-07-14 21:50:19	wymiana
1299	2015-07-15 01:26:49	restart
1304	2015-07-15 01:34:53	wymiana
1279	2015-07-15 02:20:11	wymiana
1292	2015-07-15 02:23:21	restart
1302	2015-07-15 03:36:44	wymiana
1285	2015-07-15 04:49:03	wymiana
1307	2015-07-15 04:56:46	wymiana
1310	2015-07-15 05:11:42	wymiana
1302	2015-07-15 08:31:13	wymiana
1302	2015-07-15 13:20:56	restart
1304	2015-07-15 15:32:39	restart
1304	2015-07-15 17:14:02	wymiana
1307	2015-07-15 20:24:13	restart
1285	2015-07-15 23:56:35	restart
1319	2015-07-16 02:27:07	restart
1291	2015-07-16 02:30:57	wymiana
1311	2015-07-16 04:21:08	restart
1319	2015-07-16 09:15:07	restart
1321	2015-07-16 10:27:58	wymiana
1293	2015-07-16 11:33:44	restart
1317	2015-07-16 13:48:46	restart
1285	2015-07-16 16:43:51	restart
1324	2015-07-16 17:01:44	wymiana
1291	2015-07-17 00:05:30	wymiana
1302	2015-07-17 00:45:27	restart
1314	2015-07-17 02:01:17	wymiana
1288	2015-07-17 04:49:04	wymiana
1327	2015-07-17 06:30:56	wymiana
1294	2015-07-17 06:35:34	restart
1311	2015-07-17 08:59:43	wymiana
1316	2015-07-17 09:41:22	wymiana
1300	2015-07-17 10:34:07	restart
1328	2015-07-17 10:45:43	wymiana
1324	2015-07-17 12:38:55	restart
1313	2015-07-17 12:53:55	wymiana
1326	2015-07-17 15:03:28	restart
1327	2015-07-17 15:54:42	restart
1315	2015-07-17 16:52:38	wymiana
1311	2015-07-17 20:03:11	wymiana
1327	2015-07-17 20:11:44	restart
1315	2015-07-17 20:44:31	wymiana
1298	2015-07-18 01:17:03	wymiana
1334	2015-07-18 01:31:20	restart
1327	2015-07-18 07:40:17	wymiana
1327	2015-07-18 09:13:02	wymiana
1312	2015-07-18 10:11:05	wymiana
1311	2015-07-18 13:44:26	restart
1335	2015-07-18 16:30:06	wymiana
1326	2015-07-18 17:26:18	wymiana
1326	2015-07-18 18:35:17	wymiana
1331	2015-07-18 18:42:40	wymiana
1304	2015-07-18 21:32:31	wymiana
1333	2015-07-18 22:18:46	wymiana
1331	2015-07-18 22:53:32	restart
1319	2015-07-19 00:06:55	restart
1326	2015-07-19 00:28:10	restart
1337	2015-07-19 04:28:23	wymiana
1339	2015-07-19 04:30:35	restart
1319	2015-07-19 05:09:07	restart
1308	2015-07-19 07:04:29	wymiana
1337	2015-07-19 09:03:29	restart
1342	2015-07-19 11:26:21	wymiana
1307	2015-07-19 14:21:54	restart
1328	2015-07-19 14:26:00	restart
1299	2015-07-19 15:51:37	wymiana
1320	2015-07-19 17:07:56	restart
1301	2015-07-19 17:24:02	restart
1340	2015-07-19 18:48:32	restart
1345	2015-07-19 20:17:31	restart
1342	2015-07-19 21:53:32	restart
1318	2015-07-20 04:01:45	restart
1305	2015-07-20 06:13:56	restart
1325	2015-07-20 06:26:10	restart
1324	2015-07-20 08:46:25	restart
1304	2015-07-20 10:02:38	wymiana
1337	2015-07-20 10:44:49	wymiana
1325	2015-07-20 12:11:34	wymiana
1315	2015-07-20 12:23:07	wymiana
1311	2015-07-20 12:23:57	restart
1333	2015-07-20 12:59:22	restart
1305	2015-07-20 15:36:08	wymiana
1344	2015-07-20 16:26:16	restart
1325	2015-07-20 17:40:30	wymiana
1349	2015-07-20 20:48:19	wymiana
1319	2015-07-20 21:46:40	restart
1332	2015-07-21 03:00:33	wymiana
1322	2015-07-21 03:33:03	wymiana
1325	2015-07-21 04:57:14	restart
1324	2015-07-21 07:33:57	wymiana
1315	2015-07-21 07:59:13	wymiana
1337	2015-07-21 08:57:20	wymiana
1331	2015-07-21 12:44:45	restart
1331	2015-07-21 13:37:36	restart
1323	2015-07-21 14:03:15	wymiana
1333	2015-07-21 14:19:00	wymiana
1320	2015-07-21 18:02:10	wymiana
1328	2015-07-21 19:03:50	wymiana
1342	2015-07-21 22:30:35	wymiana
1309	2015-07-21 23:49:57	wymiana
1341	2015-07-22 00:54:25	restart
1315	2015-07-22 01:01:15	restart
1341	2015-07-22 01:23:49	restart
1330	2015-07-22 03:18:04	wymiana
1320	2015-07-22 04:30:07	restart
1331	2015-07-22 06:43:44	restart
1354	2015-07-22 09:59:08	wymiana
1338	2015-07-22 10:30:25	restart
1362	2015-07-22 15:37:11	restart
1320	2015-07-22 15:40:18	wymiana
1360	2015-07-22 19:56:33	restart
1356	2015-07-22 21:16:33	restart
1350	2015-07-23 00:42:18	restart
1341	2015-07-23 04:13:04	restart
1341	2015-07-23 06:17:06	restart
1333	2015-07-23 06:52:54	restart
1329	2015-07-23 10:55:31	wymiana
1364	2015-07-23 12:04:47	restart
1325	2015-07-23 12:48:47	wymiana
1347	2015-07-23 19:07:47	restart
1357	2015-07-23 20:47:57	restart
1356	2015-07-23 20:57:46	restart
1352	2015-07-23 22:02:41	wymiana
1342	2015-07-24 05:20:11	restart
1362	2015-07-24 07:03:10	wymiana
1351	2015-07-24 07:32:25	wymiana
1379	2015-07-24 08:15:01	wymiana
1337	2015-07-24 10:39:23	restart
1355	2015-07-24 14:25:00	restart
1379	2015-07-24 14:59:39	wymiana
1381	2015-07-24 19:26:52	restart
1368	2015-07-24 20:49:23	wymiana
1345	2015-07-24 22:24:27	restart
1362	2015-07-24 23:32:31	restart
1354	2015-07-25 03:34:48	restart
1364	2015-07-25 03:57:15	wymiana
1366	2015-07-25 04:33:27	restart
1353	2015-07-25 04:43:46	wymiana
1350	2015-07-25 05:11:05	wymiana
1336	2015-07-25 07:36:48	restart
1363	2015-07-25 08:34:18	wymiana
1366	2015-07-25 08:45:38	wymiana
1373	2015-07-25 10:00:57	restart
1366	2015-07-25 11:25:02	restart
1384	2015-07-25 15:38:33	wymiana
1370	2015-07-25 16:19:58	restart
1341	2015-07-25 18:09:33	wymiana
1346	2015-07-25 18:10:08	restart
1343	2015-07-25 18:17:23	wymiana
1381	2015-07-25 19:02:59	restart
1384	2015-07-25 22:08:56	wymiana
1345	2015-07-25 22:12:33	wymiana
1360	2015-07-25 22:33:30	wymiana
1378	2015-07-25 23:15:37	restart
1385	2015-07-26 00:29:45	wymiana
1384	2015-07-26 04:41:11	wymiana
1351	2015-07-26 13:29:54	wymiana
1349	2015-07-26 13:51:44	wymiana
1376	2015-07-26 14:20:08	restart
1375	2015-07-26 14:29:02	restart
1377	2015-07-26 17:47:28	wymiana
1380	2015-07-26 18:36:18	wymiana
1373	2015-07-27 03:23:31	restart
1356	2015-07-27 04:00:20	restart
1381	2015-07-27 04:19:09	restart
1382	2015-07-27 08:40:15	restart
1381	2015-07-27 08:47:55	restart
1360	2015-07-27 09:22:42	restart
1348	2015-07-27 09:43:19	restart
1386	2015-07-27 12:10:45	wymiana
1375	2015-07-27 13:08:18	wymiana
1392	2015-07-27 13:55:37	restart
1383	2015-07-27 16:21:52	wymiana
1369	2015-07-27 16:59:31	restart
1373	2015-07-27 23:01:21	wymiana
1393	2015-07-27 23:15:19	wymiana
1387	2015-07-28 00:00:42	wymiana
1399	2015-07-28 00:22:01	restart
1395	2015-07-28 01:16:39	restart
1389	2015-07-28 01:21:45	restart
1367	2015-07-28 03:09:42	restart
1371	2015-07-28 04:24:17	wymiana
1400	2015-07-28 04:35:08	wymiana
1401	2015-07-28 07:18:57	wymiana
1402	2015-07-28 07:51:42	restart
1404	2015-07-28 09:12:31	wymiana
1395	2015-07-28 09:40:01	restart
1358	2015-07-28 11:32:23	restart
1374	2015-07-28 12:01:05	restart
1359	2015-07-28 12:12:24	wymiana
1403	2015-07-28 16:29:49	wymiana
1373	2015-07-28 17:20:23	wymiana
1398	2015-07-28 17:21:46	restart
1360	2015-07-28 17:26:56	wymiana
1361	2015-07-28 17:49:42	wymiana
1365	2015-07-28 18:54:26	restart
1359	2015-07-28 23:01:43	wymiana
1384	2015-07-29 01:30:49	restart
1356	2015-07-29 01:44:06	wymiana
1395	2015-07-29 03:52:57	restart
1403	2015-07-29 04:09:57	wymiana
1394	2015-07-29 07:00:02	wymiana
1364	2015-07-29 07:32:37	wymiana
1362	2015-07-29 08:28:53	wymiana
1394	2015-07-29 09:11:38	wymiana
1373	2015-07-29 09:54:09	wymiana
1390	2015-07-29 10:41:26	restart
1364	2015-07-29 10:41:43	restart
1410	2015-07-29 12:41:07	restart
1397	2015-07-29 16:20:38	restart
1397	2015-07-29 18:13:29	restart
1375	2015-07-29 19:29:01	wymiana
1388	2015-07-29 20:58:19	restart
1372	2015-07-29 22:39:57	wymiana
1416	2015-07-30 04:03:12	restart
1408	2015-07-30 05:55:46	wymiana
1413	2015-07-30 06:31:18	restart
1418	2015-07-30 07:05:00	wymiana
1418	2015-07-30 08:50:43	restart
1410	2015-07-30 09:10:11	restart
1405	2015-07-30 10:17:24	restart
1418	2015-07-30 10:19:31	wymiana
1387	2015-07-30 12:33:07	wymiana
1418	2015-07-30 14:03:29	restart
1417	2015-07-30 14:22:10	wymiana
1403	2015-07-30 15:01:04	wymiana
1423	2015-07-30 16:01:17	restart
1418	2015-07-30 16:05:33	restart
1409	2015-07-30 17:35:55	restart
1384	2015-07-30 17:42:41	wymiana
1387	2015-07-30 18:00:29	restart
1423	2015-07-30 19:36:21	restart
1381	2015-07-30 20:41:25	wymiana
1416	2015-07-30 21:45:01	restart
1400	2015-07-31 00:19:51	wymiana
1391	2015-07-31 05:16:00	restart
1427	2015-07-31 06:16:20	restart
1426	2015-07-31 09:19:39	restart
1401	2015-07-31 12:10:03	restart
1397	2015-07-31 14:37:14	restart
1400	2015-07-31 16:04:09	restart
1410	2015-07-31 17:58:14	restart
1432	2015-07-31 20:02:46	wymiana
1407	2015-07-31 22:00:21	restart
1413	2015-07-31 23:15:03	restart
1432	2015-08-01 00:47:19	wymiana
1427	2015-08-01 02:00:18	restart
1410	2015-08-01 07:03:09	restart
1417	2015-08-01 10:17:22	wymiana
1427	2015-08-01 13:41:21	wymiana
1421	2015-08-01 15:19:48	wymiana
1428	2015-08-01 18:05:48	restart
1423	2015-08-01 19:03:44	wymiana
1423	2015-08-01 19:20:23	restart
1395	2015-08-01 20:34:50	restart
1433	2015-08-01 20:59:01	wymiana
1419	2015-08-01 21:41:59	wymiana
1413	2015-08-02 03:38:50	wymiana
1396	2015-08-02 04:52:40	restart
1429	2015-08-02 05:11:33	wymiana
1425	2015-08-02 06:53:38	restart
1411	2015-08-02 07:49:39	restart
1417	2015-08-02 10:37:31	restart
1406	2015-08-02 11:50:15	wymiana
1427	2015-08-02 12:01:01	restart
1438	2015-08-02 14:27:38	wymiana
1395	2015-08-02 15:33:47	restart
1409	2015-08-02 20:19:24	wymiana
1397	2015-08-02 21:16:42	restart
1432	2015-08-02 21:22:21	restart
1416	2015-08-03 00:33:07	restart
1413	2015-08-03 03:39:01	wymiana
1442	2015-08-03 04:59:36	restart
1432	2015-08-03 07:46:43	restart
1424	2015-08-03 07:47:27	restart
1441	2015-08-03 11:23:42	restart
1435	2015-08-03 11:36:22	restart
1435	2015-08-03 11:48:26	wymiana
1445	2015-08-03 12:07:07	restart
1421	2015-08-03 13:42:48	wymiana
1442	2015-08-03 14:10:11	restart
1420	2015-08-03 20:25:22	restart
1422	2015-08-03 20:38:06	restart
1421	2015-08-03 21:11:23	restart
1423	2015-08-03 22:10:57	wymiana
1420	2015-08-04 01:30:10	restart
1449	2015-08-04 01:36:16	wymiana
1407	2015-08-04 02:58:07	restart
1432	2015-08-04 04:29:06	restart
1436	2015-08-04 05:22:27	restart
1450	2015-08-04 06:34:52	wymiana
1450	2015-08-04 07:43:33	wymiana
1413	2015-08-04 07:44:50	restart
1420	2015-08-04 07:53:52	wymiana
1421	2015-08-04 08:45:25	wymiana
1430	2015-08-04 10:05:04	restart
1450	2015-08-04 11:18:32	restart
1454	2015-08-04 13:19:22	wymiana
1420	2015-08-04 16:51:00	wymiana
1437	2015-08-04 17:37:12	wymiana
1441	2015-08-04 19:16:51	restart
1451	2015-08-04 19:25:19	restart
1440	2015-08-04 19:37:19	restart
1412	2015-08-04 20:53:53	restart
1428	2015-08-04 23:09:29	wymiana
1409	2015-08-05 02:46:15	restart
1415	2015-08-05 04:03:08	restart
1414	2015-08-05 05:55:08	wymiana
1446	2015-08-05 08:26:23	restart
1433	2015-08-05 10:22:12	wymiana
1422	2015-08-05 10:50:15	restart
1449	2015-08-05 10:54:39	wymiana
1451	2015-08-05 12:20:20	restart
1449	2015-08-05 13:09:54	restart
1416	2015-08-05 13:48:28	wymiana
1456	2015-08-05 16:39:37	wymiana
1431	2015-08-05 20:10:03	wymiana
1451	2015-08-05 21:35:10	restart
1456	2015-08-06 00:56:36	wymiana
1441	2015-08-06 03:35:24	restart
1462	2015-08-06 03:58:15	wymiana
1444	2015-08-06 05:23:00	wymiana
1443	2015-08-06 05:25:43	wymiana
1439	2015-08-06 12:41:39	wymiana
1463	2015-08-06 13:18:03	wymiana
1447	2015-08-06 15:20:19	wymiana
1464	2015-08-06 15:32:44	restart
1461	2015-08-06 16:15:48	restart
1427	2015-08-06 18:26:11	restart
1460	2015-08-06 19:02:02	wymiana
1464	2015-08-06 20:28:24	restart
1448	2015-08-06 22:17:53	wymiana
1455	2015-08-06 22:49:57	wymiana
1449	2015-08-07 00:01:19	restart
1434	2015-08-07 02:18:34	restart
1442	2015-08-07 03:22:18	restart
1433	2015-08-07 14:44:04	restart
1453	2015-08-07 15:18:40	restart
1433	2015-08-07 16:48:20	restart
1441	2015-08-07 21:05:22	wymiana
1442	2015-08-07 21:15:26	wymiana
1473	2015-08-07 23:43:34	wymiana
1459	2015-08-08 02:03:57	restart
1459	2015-08-08 02:43:27	wymiana
1456	2015-08-08 03:48:19	restart
1457	2015-08-08 05:22:19	restart
1469	2015-08-08 05:52:44	restart
1480	2015-08-08 06:39:32	restart
1475	2015-08-08 08:04:27	restart
1470	2015-08-08 08:13:21	wymiana
1467	2015-08-08 14:26:19	restart
1447	2015-08-08 15:09:05	restart
1452	2015-08-08 15:50:05	restart
1471	2015-08-08 15:54:50	wymiana
1469	2015-08-08 16:04:44	wymiana
1477	2015-08-08 20:29:45	wymiana
1472	2015-08-08 21:11:03	wymiana
1467	2015-08-08 23:34:10	wymiana
1483	2015-08-09 01:13:13	restart
1478	2015-08-09 03:54:35	restart
1449	2015-08-09 08:56:19	restart
1467	2015-08-09 10:33:02	restart
1482	2015-08-09 10:41:52	restart
1464	2015-08-09 11:25:41	wymiana
